,id,output
635,1532,"[ 0.34844875 -0.0169731  -0.9893309  -0.5116452   0.29409158  0.90415365
  0.4192765   0.2922975   0.19076489 -0.36504656 -0.96275467  0.08724112
  0.4659593   0.78395504  0.19001451  0.4860088  -0.7486131   0.20766883
  0.3453632   0.6895178 ]"
636,1568,"[ 0.40841427  0.04552421 -0.81088144 -0.50199556  0.22138268  0.7619983
  0.2097753   0.16373432  0.20631887 -0.28351575 -0.8029849  -0.03121739
  0.4153019   0.59004515  0.2354334   0.26781884 -0.5909785   0.10142992
  0.37324697  0.57313865]"
637,2445,"[ 0.1706318  -0.11021546 -0.44707337 -0.21573532  0.0282448   0.39267778
  0.30072612  0.13959157  0.14295359 -0.09473663 -0.44128728  0.17643024
  0.11969     0.4730986   0.0718333   0.3119229  -0.4143548   0.16083227
  0.06798982  0.44008744]"
638,1038,"[ 0.7552262   0.30781147 -1.3984413  -0.9670353   0.6399615   1.2304504
  0.15862207  0.43590012  0.3615199  -0.43960494 -1.2849957  -0.31187007
  0.8692016   0.9165879   0.629388    0.274082   -0.9523657   0.13705464
  0.8667799   0.94441557]"
639,1425,"[ 0.40179205  0.06601182 -0.7661904  -0.49253172  0.2574055   0.59259486
  0.19436797  0.24156919  0.20517507 -0.2074564  -0.6785305  -0.01273182
  0.39059168  0.5667131   0.2952174   0.24687344 -0.61114186  0.16285335
  0.36175957  0.6169539 ]"
640,110,"[ 0.94154215  0.4496552  -1.6307926  -1.186648    0.81853664  1.4951087
  0.04816192  0.50439876  0.4453194  -0.5714276  -1.5519959  -0.54693824
  1.0918536   0.96230626  0.81045413  0.21113746 -1.0576788   0.01855226
  1.1357863   1.085749  ]"
641,2407,"[ 0.53255576  0.03553183 -1.2510113  -0.77938765  0.3555165   1.2536163
  0.4237582   0.2757554   0.2822589  -0.4480648  -1.2979068  -0.05545534
  0.66954386  0.91704625  0.27651045  0.53199226 -0.8833604   0.17391676
  0.58227766  0.8490732 ]"
642,2193,"[ 0.6015188   0.24788636 -1.1186482  -0.7671172   0.47137186  1.0799046
  0.11958399  0.31671312  0.3133026  -0.4067741  -1.0830675  -0.28454748
  0.68794405  0.73697543  0.48025978  0.1940127  -0.7360195   0.02575735
  0.70578897  0.73914826]"
643,1794,"[ 6.5472096e-01  3.2394275e-01 -1.1739689e+00 -8.3672458e-01
  6.1962807e-01  1.0892286e+00  2.4038693e-04  3.8239205e-01
  3.4906644e-01 -4.7845489e-01 -1.1253165e+00 -4.1634244e-01
  8.2470447e-01  6.4307421e-01  5.9273899e-01  1.3113514e-01
 -7.8177738e-01 -6.0293097e-02  8.1326926e-01  7.4209172e-01]"
644,650,"[ 0.23890777 -0.13890225 -0.4932015  -0.30211583 -0.04940504  0.46737215
  0.30356094  0.00317511  0.1711713  -0.1748245  -0.6050671   0.18785234
  0.16498837  0.434694    0.0058845   0.34518275 -0.43625784  0.1328618
  0.07931472  0.46452665]"
645,2377,"[ 0.36968306  0.09470129 -0.8521     -0.48754206  0.31538922  0.7658362
  0.24984871  0.2901737   0.21040359 -0.24526614 -0.7632928  -0.01514453
  0.4150035   0.6731476   0.28352073  0.27250263 -0.6034617   0.16037534
  0.4031022   0.6040664 ]"
646,1885,"[ 0.29447937  0.02075768 -0.62985396 -0.4019557   0.17303348  0.59421307
  0.17892465  0.16605142  0.19635284 -0.23730002 -0.65560305 -0.04713425
  0.32683346  0.4303593   0.20486276  0.21513504 -0.46961808  0.05170904
  0.28278634  0.478429  ]"
647,1792,"[ 1.4719365   0.9423139  -2.2866528  -1.794769    1.263093    2.1740162
 -0.40669507  0.6179506   0.6519011  -0.89584166 -2.1461852  -1.2871724
  1.7559485   1.0488738   1.3649642  -0.1298216  -1.2692492  -0.2721104
  1.914557    1.2973627 ]"
648,577,"[ 0.3738739  -0.09479917 -0.7860467  -0.46998104  0.0803664   0.7050749
  0.41225985  0.16414508  0.20966002 -0.20929366 -0.82036614  0.18442984
  0.30135614  0.7202318   0.10744153  0.45032907 -0.6417996   0.25430304
  0.23606841  0.6887632 ]"
649,1428,"[ 0.87380964  0.45423892 -1.6460071  -1.1447582   0.8114388   1.5888125
  0.05077934  0.4819584   0.43453914 -0.6360318  -1.5776987  -0.5920051
  1.1263949   0.95987844  0.7482477   0.22820313 -1.0200183  -0.05188033
  1.1264557   0.97269785]"
650,141,"[ 1.2666899   0.79950476 -2.075286   -1.5994143   1.2049718   1.9879802
 -0.2835408   0.64005566  0.59789264 -0.8594547  -1.9866021  -1.1195295
  1.598759    0.9721111   1.1950788  -0.01153898 -1.2301952  -0.24592176
  1.6877023   1.1785265 ]"
651,725,"[ 0.75586206  0.25988734 -1.3532724  -0.95828503  0.55698967  1.1578965
  0.20040964  0.4119459   0.35297397 -0.41001463 -1.2705603  -0.24650581
  0.80381817  0.89878243  0.57006174  0.32723704 -0.9655394   0.17476003
  0.7946719   0.9969337 ]"
652,985,"[ 0.58576304  0.16600125 -1.211334   -0.7697324   0.4938266   1.1029257
  0.2625655   0.38797584  0.3191537  -0.39997688 -1.1617957  -0.12683806
  0.68342596  0.8760761   0.4505341   0.35737553 -0.87212414  0.14274745
  0.63828766  0.8396931 ]"
653,1487,"[ 1.1147933   0.64384437 -1.80797    -1.3902286   0.9762133   1.6803657
 -0.17238055  0.5340822   0.52623683 -0.69664323 -1.7039452  -0.83154184
  1.3217683   0.9197153   1.0143977   0.03935825 -1.1168996  -0.11517797
  1.4074064   1.0834534 ]"
654,612,"[ 0.8526925   0.35445324 -1.6558452  -1.1359514   0.70868844  1.5978321
  0.15756854  0.43488428  0.3992692  -0.62135106 -1.6103653  -0.44237936
  1.0601699   1.0017366   0.66881937  0.32912192 -1.058123    0.05312658
  1.0449523   1.01511   ]"
655,1439,"[ 1.3376677   0.8563421  -2.2392526  -1.664941    1.2892473   2.0824623
 -0.24850075  0.71047425  0.58502674 -0.85696965 -2.0401633  -1.099983
  1.6394255   1.1119026   1.2855144   0.00913255 -1.3075141  -0.15627682
  1.767282    1.2994379 ]"
656,1592,"[ 0.98802924  0.454765   -1.7453728  -1.2582364   0.81785166  1.62706
  0.07733544  0.48707756  0.4483974  -0.6023068  -1.6804959  -0.5573517
  1.142685    1.0299997   0.80049264  0.25660935 -1.1035393   0.03530035
  1.1713896   1.133308  ]"
657,1528,"[ 0.34134674  0.23338613 -0.8407575  -0.5127602   0.4247489   0.88655114
  0.03089273  0.2707887   0.20517902 -0.36173552 -0.7917638  -0.29605597
  0.56662786  0.48402777  0.37322816  0.08689975 -0.4881746  -0.06682374
  0.5743395   0.4043565 ]"
658,1593,"[ 0.9313222   0.42500645 -1.7142344  -1.2382014   0.81050086  1.6700497
  0.10045245  0.48223233  0.43894076 -0.6073549  -1.7045486  -0.556844
  1.1464562   1.0285228   0.755211    0.27508414 -1.0707575  -0.00368978
  1.1412721   1.0918452 ]"
659,2281,"[ 0.60244256  0.12933376 -1.2787834  -0.81939495  0.46874788  1.2316375
  0.30566674  0.35170552  0.32303876 -0.48834866 -1.2872216  -0.13787691
  0.7295387   0.9174079   0.39312258  0.44797698 -0.9161755   0.12549677
  0.66183054  0.88283944]"
660,375,"[ 0.18068194 -0.00801826 -0.68021417 -0.31940794  0.19005428  0.69475067
  0.28439322  0.20681676  0.15287697 -0.26270986 -0.6920788   0.02628912
  0.30797353  0.50968015  0.10899578  0.31895596 -0.46206686  0.06215693
  0.23125918  0.43334243]"
661,282,"[ 0.77414256  0.317741   -1.4397749  -1.0046222   0.65416616  1.3566788
  0.13564636  0.41465238  0.39507583 -0.5295774  -1.3904948  -0.37851372
  0.9220237   0.9002471   0.61799765  0.29024008 -0.95986825  0.04190778
  0.9193353   0.9489975 ]"
662,2437,"[ 0.7851295   0.37363565 -1.4569998  -1.0261316   0.66987354  1.3905367
  0.03210383  0.39350933  0.3788898  -0.5650897  -1.3721987  -0.49977264
  0.9746503   0.8388496   0.67792016  0.1695809  -0.92764187 -0.01830839
  0.99588716  0.8747762 ]"
663,68,"[ 0.6917978   0.17234688 -1.3440878  -0.8893806   0.48541236  1.294609
  0.27006966  0.32728508  0.35641772 -0.42759004 -1.3320683  -0.17500749
  0.7745167   0.98002416  0.4740171   0.3983669  -0.9123268   0.13112143
  0.7406777   0.9451265 ]"
664,1116,"[ 0.07393397 -0.15918468 -0.30969307 -0.09143265 -0.07959939  0.23317987
  0.3377702   0.05292381  0.06270312 -0.06328347 -0.276324    0.2639612
 -0.00744429  0.37406516 -0.06027587  0.28684723 -0.32593438  0.20874044
 -0.05777538  0.33503327]"
665,51,"[ 0.71387464  0.32531157 -1.3102082  -0.92376304  0.66191214  1.1916002
  0.08002152  0.4616095   0.3832807  -0.48842067 -1.2550573  -0.4071343
  0.8530439   0.7898842   0.6347799   0.2288779  -0.91578335 -0.00444345
  0.8692344   0.8664403 ]"
666,1252,"[ 0.34970027 -0.09025173 -0.7699938  -0.47597212  0.09961247  0.7416789
  0.4281691   0.15096125  0.23300856 -0.22520758 -0.87113655  0.16515423
  0.31268373  0.695704    0.0986319   0.46867117 -0.63843316  0.19284134
  0.24055992  0.6862057 ]"
667,1986,"[ 0.5452377   0.08304464 -1.0389531  -0.6688632   0.3464609   0.91490436
  0.29424673  0.29679713  0.27338058 -0.29853514 -1.0045979  -0.03151604
  0.53446525  0.80410844  0.34159175  0.37243703 -0.7803598   0.18567482
  0.49691477  0.82939494]"
668,2104,"[ 0.52908194  0.06899765 -1.1852179  -0.72690564  0.3620836   1.071839
  0.40651518  0.3033131   0.2807923  -0.35312277 -1.142227    0.01107118
  0.6089178   0.91585004  0.33335865  0.47317904 -0.858723    0.25564018
  0.5433255   0.8791492 ]"
669,2371,"[ 0.8167339   0.39152288 -1.411265   -1.0306239   0.6753888   1.3155105
 -0.01293254  0.3930861   0.3989844  -0.5389169  -1.3131341  -0.48845378
  0.94110817  0.7983366   0.6918431   0.13011526 -0.8970367  -0.00818541
  0.9963802   0.88631105]"
670,192,"[ 0.49745768  0.07049923 -1.1567683  -0.67394936  0.40423304  1.057961
  0.3644603   0.33347943  0.2739359  -0.3854162  -1.1065449  -0.01356788
  0.6032389   0.8650685   0.33876288  0.44350484 -0.841753    0.192039
  0.5312668   0.8177967 ]"
671,1918,"[ 0.32888997 -0.05047583 -0.69223654 -0.41537863  0.12373944  0.6292825
  0.29784027  0.14296392  0.20785715 -0.22561605 -0.74313736  0.10900678
  0.28299326  0.57826084  0.10909224  0.35548037 -0.56148183  0.13776916
  0.19969507  0.57175833]"
672,2105,"[ 0.718245    0.3302353  -1.2729145  -0.8950044   0.6138463   1.1822617
  0.00298589  0.37526527  0.36879042 -0.4779062  -1.1619495  -0.4242911
  0.8398807   0.7223595   0.62747926  0.1188685  -0.85313326 -0.03500185
  0.8747017   0.8151962 ]"
673,910,"[ 0.3362864  -0.06742221 -0.9536158  -0.49249998  0.21656565  0.8655918
  0.48549825  0.26402295  0.19913363 -0.2852486  -0.9303619   0.18047327
  0.39235768  0.82413805  0.14543226  0.5176023  -0.7429321   0.2688616
  0.28768376  0.7496627 ]"
674,1817,"[ 1.0470699   0.5145093  -1.7204819  -1.301185    0.8605239   1.5827804
 -0.06349839  0.5171446   0.4839248  -0.64266473 -1.6331617  -0.68470234
  1.200941    0.94765466  0.9116446   0.15317848 -1.0963529  -0.03277513
  1.2586088   1.0917194 ]"
675,2120,"[ 0.72072464  0.24387848 -1.3341293  -0.9281369   0.50740784  1.3149568
  0.12593785  0.29056886  0.34042376 -0.47354472 -1.3095876  -0.34541163
  0.84235275  0.8563501   0.5143647   0.23964688 -0.8357412   0.03574497
  0.8549964   0.83531016]"
676,382,"[ 0.6890254   0.33181897 -1.3837231  -0.9531521   0.66839933  1.4239244
  0.07913414  0.4023975   0.38649002 -0.55964917 -1.3870974  -0.4558121
  0.92567307  0.8282119   0.5782289   0.20203735 -0.8566632  -0.0947623
  0.9224094   0.81032366]"
677,460,"[ 0.37734154  0.05265103 -0.99886435 -0.55634636  0.35010743  0.9660811
  0.31133002  0.28965417  0.24477522 -0.39479265 -0.9941113  -0.05131926
  0.5305554   0.72205245  0.25747564  0.38629302 -0.71303076  0.09483942
  0.43468675  0.65512455]"
678,1155,"[ 0.2998737   0.01464041 -0.7682058  -0.4346976   0.21747018  0.76803404
  0.29861072  0.20919183  0.21142061 -0.2742537  -0.7776866   0.01916083
  0.37565833  0.6195787   0.16604447  0.332082   -0.54840803  0.09538483
  0.30482033  0.5486546 ]"
679,12,"[ 0.5470369   0.06495869 -1.06959    -0.70507634  0.3019579   0.92671216
  0.34564734  0.273082    0.27475697 -0.30401105 -1.041788    0.02246538
  0.52584815  0.8540606   0.30490533  0.4224204  -0.806268    0.2574857
  0.48056     0.85608363]"
680,1581,"[ 0.56514513  0.08367232 -1.1330845  -0.7780296   0.33805388  1.0964779
  0.2846228   0.23091054  0.3019084  -0.38949585 -1.1785592  -0.11006803
  0.6553097   0.7965109   0.33903825  0.37527862 -0.7955215   0.1347825
  0.5919203   0.8045588 ]"
681,1365,"[ 0.7021226   0.2844585  -1.274602   -0.92977136  0.5395431   1.2620181
  0.06047757  0.3098983   0.37272382 -0.5047892  -1.2972378  -0.39456272
  0.84868026  0.7618266   0.5263229   0.21015951 -0.81927437 -0.02661753
  0.84306073  0.80112696]"
682,462,"[ 1.027554    0.5240877  -1.8199122  -1.3070116   0.89665097  1.647633
  0.05127699  0.54128706  0.4652669  -0.6138174  -1.6752851  -0.621314
  1.2115967   1.054702    0.8868664   0.20033327 -1.1499875   0.03300624
  1.2522768   1.1792064 ]"
683,92,"[ 0.569346    0.10958713 -1.1415135  -0.72357357  0.40857095  1.0240554
  0.30326608  0.3538888   0.2896956  -0.35255855 -1.0993491  -0.0708902
  0.61734855  0.8342008   0.4204124   0.39307195 -0.8246512   0.18275037
  0.5698321   0.84199023]"
684,2035,"[ 0.2281024  -0.05540932 -0.502844   -0.28556108  0.08909538  0.4475194
  0.22909474  0.13287166  0.17005153 -0.1957437  -0.5535942   0.0993406
  0.19810931  0.43480775  0.08511653  0.271334   -0.4422988   0.08836987
  0.11711091  0.44229063]"
685,1572,"[ 0.35973087  0.01952909 -0.8220059  -0.4756671   0.21329957  0.80785775
  0.2909836   0.2090767   0.2354998  -0.2872137  -0.8489548   0.00179156
  0.4026739   0.65365154  0.20360306  0.33420187 -0.59851015  0.09790707
  0.37693852  0.5935879 ]"
686,583,"[ 0.09463873 -0.26072937 -0.41991195 -0.10099458 -0.1237578   0.33362806
  0.5393132   0.09658249  0.11356647 -0.06771638 -0.4911273   0.44204125
 -0.01891138  0.58025014 -0.12772846  0.52117187 -0.4720583   0.3001155
 -0.1338596   0.5053104 ]"
687,1085,"[ 0.07813694 -0.194678   -0.4777934  -0.13725117 -0.02261237  0.38932854
  0.5014565   0.13329421  0.07793708 -0.09757779 -0.4625676   0.33039895
  0.0542971   0.5494711  -0.06274967  0.46071076 -0.4646588   0.28292468
 -0.0412806   0.46753678]"
688,1480,"[ 0.7542563   0.26638195 -1.4705681  -1.0143778   0.62360144  1.4217434
  0.18828559  0.40744963  0.39385813 -0.5237243  -1.4411033  -0.31711543
  0.9213895   0.9667042   0.56633204  0.34291127 -0.9756498   0.06367067
  0.8907982   0.97253346]"
689,929,"[ 0.8095715   0.29502964 -1.5273464  -1.0453366   0.63268787  1.406978
  0.20375073  0.41944802  0.3706284  -0.5085093  -1.4543866  -0.3262509
  0.91978455  0.9940866   0.6020167   0.31856963 -1.0052643   0.12013952
  0.9122077   1.0272707 ]"
690,103,"[ 1.1807822   0.6404192  -2.047996   -1.5170767   1.0483215   1.9309272
 -0.07945447  0.57513547  0.4930217  -0.7899471  -1.950681   -0.86450905
  1.4602821   1.0631589   1.0236464   0.14948852 -1.2139658  -0.06200607
  1.5074334   1.2119449 ]"
691,369,"[ 0.78857183  0.34837636 -1.5119001  -1.0310098   0.7116336   1.3432906
  0.15018904  0.48122573  0.3577844  -0.5036817  -1.3900512  -0.37086788
  0.9256097   0.93993324  0.6613453   0.2756832  -0.9978852   0.10265898
  0.9411207   0.99305826]"
692,399,"[ 0.8677751   0.43249327 -1.4379964  -1.0609555   0.7418066   1.3064348
 -0.04979944  0.45336676  0.43237036 -0.54184854 -1.3511096  -0.55750346
  1.0044543   0.81390893  0.7847049   0.11078504 -0.9417062  -0.0247775
  1.0360411   0.93201095]"
693,1163,"[ 0.8565839   0.30300447 -1.6044427  -1.1556958   0.620914    1.5940356
  0.20176168  0.36002338  0.42617735 -0.57928383 -1.6468779  -0.3874104
  1.02769     1.0446588   0.6064967   0.3663292  -1.0147264   0.0688229
  1.0024335   1.0790517 ]"
694,2217,"[ 0.82477695  0.35916582 -1.453804   -1.054723    0.67763907  1.4053726
  0.04423244  0.39022446  0.416875   -0.5789924  -1.4494212  -0.48856148
  0.9845016   0.82485276  0.68134224  0.21600613 -0.93610185 -0.03917166
  0.98931795  0.921035  ]"
695,1715,"[ 1.028694    0.5306445  -1.8348281  -1.3088138   0.89320326  1.723402
  0.01370588  0.5251216   0.46240038 -0.6754075  -1.7306088  -0.6746331
  1.2421451   1.0401682   0.89285773  0.19111    -1.1363474  -0.0242639
  1.2914257   1.1229774 ]"
696,1369,"[ 0.415315    0.24221641 -0.6820955  -0.49005634  0.3792602   0.67183864
 -0.07321242  0.25067452  0.25577086 -0.29548168 -0.683953   -0.30167282
  0.47119465  0.38312384  0.38512328  0.00431547 -0.44778377 -0.11068621
  0.48681942  0.42756477]"
697,1440,"[ 0.83818346  0.46126267 -1.4221973  -1.0542978   0.72166276  1.3425353
 -0.06275425  0.4049536   0.3816434  -0.50535727 -1.3117589  -0.5479301
  0.97451335  0.7965092   0.7367536   0.07148975 -0.8552036  -0.03320883
  1.0426031   0.8429155 ]"
698,1268,"[ 0.8644151   0.34938776 -1.4530427  -1.0704826   0.62306756  1.3062004
  0.07092047  0.38589117  0.4045813  -0.48670703 -1.3826132  -0.39747113
  0.91904795  0.87638414  0.6742009   0.23154774 -0.9791199   0.08812814
  0.9518416   0.99304205]"
699,39,"[ 0.8303789   0.4186787  -1.7155409  -1.1342217   0.8427338   1.7022711
  0.10448699  0.5048869   0.4135337  -0.7289895  -1.6536487  -0.5690711
  1.1564286   0.9964834   0.7161416   0.2937595  -1.0622636  -0.05424944
  1.1131043   0.9765709 ]"
700,722,"[ 0.89567846  0.4705862  -1.6941237  -1.1841034   0.82306623  1.6554374
  0.03267213  0.46950847  0.41956916 -0.6486658  -1.6074424  -0.6218821
  1.1725916   0.9554274   0.76253694  0.17726327 -1.0348157  -0.07283872
  1.1953326   0.97835946]"
701,570,"[ 0.64477587  0.32501236 -1.1799462  -0.8555351   0.63071656  1.1528406
 -0.02243323  0.38253886  0.38547155 -0.5085307  -1.2155303  -0.49172872
  0.8456999   0.6389526   0.6133085   0.14218251 -0.78736115 -0.11321323
  0.8180705   0.7339029 ]"
702,224,"[ 1.035198    0.70759773 -1.7877449  -1.3178097   1.0716981   1.6991183
 -0.24994911  0.6039336   0.49905896 -0.7216331  -1.6356958  -0.9196399
  1.3333246   0.87227976  1.0422665  -0.03433375 -1.0414544  -0.19125347
  1.4392915   0.9620345 ]"
703,659,"[ 0.5461782   0.30650198 -0.7868542  -0.64616925  0.45268738  0.7275214
 -0.14361423  0.2579732   0.29993486 -0.33550784 -0.7662109  -0.42753637
  0.61303943  0.36882573  0.5335515  -0.0384547  -0.5289721  -0.11690628
  0.6501629   0.4993505 ]"
704,458,"[-0.26841915 -0.4492038   0.26942244  0.39956734 -0.4782878  -0.39683992
  0.48033503 -0.14104885 -0.11000799  0.20113844  0.2310845   0.65214133
 -0.49703673  0.12855971 -0.40948826  0.40117967 -0.02463874  0.3459708
 -0.6045665   0.08460343]"
705,628,"[ 0.9007513   0.43304253 -1.642299   -1.1643491   0.77555317  1.5900128
  0.06217131  0.45457482  0.4313901  -0.61911225 -1.5790896  -0.5502108
  1.0965786   0.9678329   0.7486669   0.21837106 -1.0260321  -0.02590241
  1.1171609   1.0153855 ]"
706,1039,"[ 0.8833324   0.41857094 -1.6550809  -1.1585633   0.79344463  1.6104208
  0.08378987  0.4800296   0.4377289  -0.63246655 -1.6043053  -0.5385377
  1.0968779   0.9797614   0.7448188   0.2500507  -1.0376194  -0.01898171
  1.1089448   1.0055817 ]"
707,1397,"[ 1.145909    0.6533999  -1.9846075  -1.4524803   1.0384822   1.8968782
 -0.11010665  0.57902694  0.52457565 -0.7615513  -1.8640137  -0.8677347
  1.4117839   1.0364035   1.037304    0.11275855 -1.181961   -0.0955747
  1.4867498   1.1465881 ]"
708,1469,"[ 0.6790301   0.24405599 -1.3787965  -0.91298103  0.56982917  1.3158035
  0.1994558   0.34952343  0.31992897 -0.51996917 -1.3093375  -0.2789989
  0.8399654   0.88026655  0.4987365   0.32079715 -0.930866    0.07618369
  0.81516755  0.87696725]"
709,1967,"[-0.00970916 -0.38990703 -0.17205673  0.04548995 -0.3394556   0.14144036
  0.5336012  -0.07612874  0.04300028  0.02239081 -0.28681743  0.5481057
 -0.20801026  0.42016938 -0.26246935  0.49177277 -0.28592855  0.28514397
 -0.317901    0.36344385]"
710,1819,"[ 0.8348667   0.40897956 -1.4401546  -1.0771213   0.71663725  1.3609309
 -0.00649992  0.4287504   0.41778445 -0.5763882  -1.4126005  -0.5594603
  1.0162996   0.78666824  0.70318717  0.17315504 -0.96001333 -0.06218345
  1.0309803   0.914266  ]"
711,1645,"[ 0.9647244   0.51606023 -1.6967072  -1.2214353   0.8808675   1.5832278
 -0.0452568   0.51102906  0.44908625 -0.6308346  -1.5794811  -0.6431387
  1.1712211   0.9472155   0.8591768   0.14289896 -1.0479549  -0.04823155
  1.2152995   1.037114  ]"
712,2324,"[ 1.2657962   0.6916641  -2.0860984  -1.606048    1.0571189   1.9947281
 -0.11820537  0.5722904   0.5631794  -0.7652186  -2.0403671  -0.9132315
  1.499237    1.1169842   1.0796423   0.12797596 -1.2310239  -0.10692932
  1.5658524   1.2804463 ]"
713,1130,"[ 1.2124735   0.63726526 -2.0093064  -1.545138    0.997008    1.8843528
 -0.06368285  0.5488457   0.520096   -0.7253756  -1.942043   -0.8325359
  1.4231324   1.0658559   1.0162369   0.15230122 -1.2215267  -0.04707724
  1.4844722   1.2547216 ]"
